Unnamed: 0,번호,제목,저자,출판사,출판일,학위논문사항
,24,PCMR : an enhanced parallel computing mapreduce framework for big data processing in cloud environment = PCMR : 클라우드 환경에서의 빅데이터 처리를 위한 개선된 병렬 컴퓨팅 맵리듀스 프레임워크,"Al-Absi, Ahmed Abdulhakim",Dongseo University,2016,국내박사
,25,Research on the AHP-based customer value index by using big data : focused on the casino industry,박병용,"Graduate School, Yonsei University",2016,국내박사
,26,The studies on early and late psychosis  with big data analysis,함수지,과학기술연합대학원대학교,2022,국내박사
,27,Scaling Up the Performance of Distributed Key-Value Stores Using Emerging Technologies for Big Data Applications,"Eldakiky, Hebatalla",University of Minnesota,2021,해외박사(DDOD)
,28,What Tweets and Retweets on Twitter Can Tell for the Restaurant Industry: A Big-Data Approach,"Wang, Xi",Iowa State University,2020,해외박사(DDOD)
,29,Evaluation of changes in anesthetic methods for cesarean delivery: An analysis for 5 years using the big data of the Korean Health Insurance Review and Assessment Service,박지인,충북대학교,2021,국내석사
,30,"Association of amyloid PET positivity with magnitude, variability and change pattern of body mass index using longitudinal big data = 대용량 종단자료를 활용한 체질량지수와 아밀로이드 PET 양성률간의 연관성 분석",김종혁,성균관대학교 일반대학원,2021,국내석사
,31,Cloud Resource Management for Big Visual Data Analysis from Globally Distributed Network Cameras,"Mohan, Anup",Purdue University,2017,해외박사(DDOD)
,32,Statistical Learning Methods for Big Biomedical Data,"Li, Ziyi",Emory University,2018,해외박사(DDOD)
,33,Towards efficient processing of big spatial data,"Aly, Ahmed M",Purdue University,2015,해외박사(DDOD)
,34,A Benchmark for Distributed Storage Engines in Big Spatial Data Processing based on Apache Sedona,신한섭,서울과학기술대학교,2021,국내석사
,35,Deep Learning Toward Psychiatric Disorder and Psychopathology Spectra in the Era of Big Neuroimaging Data = 딥러닝을 활용한 정신질환과 정신병리 스펙트럼에 대한 뇌영상 빅데이터 기반의 연구,홍진우,고려대학교 대학원,2022,국내석사
,36,A mixed integer linear programming-based piping plan for automatic chemical plant design in big sized data = 빅데이터에서 화학 플랜트 자동 설계를 위한 혼합 정수 선형 계획법 기반 배관 계획,Gyeong Tae Kim,충북대학교 일반대학원,2024,국내석사
,37,"Social Influence and Big Social Media Data Mining: Exploration, Modeling, and Application in Transportation","Chen, Ying",Northwestern University,2015,해외박사(DDOD)
,38,Kernel Methods in the Analysis of Big and Complex Data: A Modern Statistical Challenge,"Zhou, Hao Henry",The University of Wisconsin - Madison,2019,해외박사(DDOD)
,39,BIG-SAVE : An Extension of Sliced Average Variance Estimation to Massive Data,이경진,이화여자대학교 대학원,2023,국내석사
,40,"High energy physics from 10 billion years' worth of data: Learning new physics from the Big Bang, stars and cosmic rays","Postma, Marieke","University of California, Los Angeles",2002,해외박사(DDOD)
,41,Comparative analysis of microarray data for Schwann cell study between the virtual and the real : Big data analysis,SHEFA ULFUARA,경희대학교 대학원,2018,국내석사
,42,Comparative Analysis of Microarray Data for Microglial Cell Study between the Virtual and the Real : Big Data Analysis = 기존 미세아교세포 마이크로어레이 결과의 비교 분석 연구,루바이야 타바썸,동아대학교 대학원,2019,국내석사
,43,Toward the Effective Management of Data Uncertainty through the Exploitation of Spatial Relationships,"Larusso, Nicholas D","University of California, Santa Barbara",2013,해외박사(DDOD)
,44,Efficient Inference for High Dimensional Data Under Physical and Human Constraints,"Hunt, Xin Jiang",Duke University,2017,해외박사(DDOD)
,45,Handling missing data in high-dimensional subspace modeling,"Balzano, Laura Kathryn",The University of Wisconsin - Madison,2012,해외박사(DDOD)
,46,Topology optimization for aggregation in data center networks,"Dos, Soham",University of Florida,2016,해외박사(DDOD)
,47,Submodular Optimization and Data Processing,"Wei, Kai",University of Washington,2016,해외박사(DDOD)
,48,Data Mining Meets HCI: Making Sense of Large Graphs,"Chau, Duen Horng (Polo)",Carnegie Mellon University,2012,해외박사(DDOD)
,49,Data-based Analysis and Control for Nonlinear Dynamical Systems,"Wang, Zhuo",University of Illinois at Chicago,2013,해외박사(DDOD)
,50,Health Data Analytics: Data and Text Mining Approaches for Pharmacovigilance,"Liu, Xiao",The University of Arizona,2016,해외박사(DDOD)
,51,Transformation Methods for Density Functions and Covariance Matrices in Functional Data Analysis,"Petersen, Alexander Maurice","University of California, Davis",2016,해외박사(DDOD)
,52,Similarity Search in Visual Data,"Cherian, Anoop",University of Minnesota,2013,해외박사(DDOD)
,53,The Analysis of Adaptive Data Collection Methods for Machine Learning,"Jamieson, Kevin",The University of Wisconsin - Madison,2015,해외박사(DDOD)
,54,Fundamental Limits in Data Privacy: From Privacy Measures to Economic Foundations,"Wang, Weina",Arizona State University,2016,해외박사(DDOD)
,55,Algorithmic and software system support to accelerate data processing in CPU-GPU hybrid computing environments,"Wang, Kaibo",The Ohio State University,2015,해외박사(DDOD)
,56,An Interactive Design Framework Based on Data-Intensive Simulations: Implementation and Application to Device-Tissue Interaction Design Problems,"Lin, Chi-Lun",University of Minnesota,2015,해외박사(DDOD)
,57,A user-driven annotation framework for scientific data,"Li, Qinglan",University of Pittsburgh,2013,해외박사(DDOD)
,58,Achieving Efficient I/O with High-Performance Data Center Technologies,"Conley, Michael Aaron","University of California, San Diego",2015,해외박사(DDOD)
,59,Some Statistical Methods for Joint Analysis of High-dimensional Genomics Data,"Li, Cong",Yale University,2015,해외박사(DDOD)
,60,Data-Driven Methods for Improved Estimation and Control of an Urban Arterial Traffic Network,"Anderson, Leah Adrian","University of California, Berkeley",2015,해외박사(DDOD)
,61,Optimization Techniques for Data Analytics,"Wong, Ming Fai Felix",Princeton University,2015,해외박사(DDOD)
,62,An Efficient Model of  Graph Data Visualization  based on JavaScript,Deng Qinghua,건국대학교 대학원,2014,국내석사
,63,"Design, Data Collection, and Driver Behavior Simulation for the Open-Mode Integrated Transportation System (OMITS)","Wang, Liang",Columbia University,2016,해외박사(DDOD)
,64,Revisiting Aggregation Techniques for Data Intensive Applications,"Wen, Jian","University of California, Riverside",2013,해외박사(DDOD)
,65,Architecture Design and Management for Data Center Networks,"Chen, Kai",Northwestern University,2012,해외박사(DDOD)
,66,On convex optimization methods for fitting spatial statistical models to large data sets,"Davanloo Tajbakhsh, Sam",The Pennsylvania State University,2015,해외박사(DDOD)
,67,Statistical Analysis of Complex Data: Bayesian Model Selection and Functional Data Depth,"Narisetty, Naveen Naidu",University of Michigan,2016,해외박사(DDOD)
,68,Projection algorithms for large scale optimization and genomic data analysis,"Keys, Kevin Lawrence","University of California, Los Angeles",2016,해외박사(DDOD)
,69,(The) Incidence and risk factor of adhesive capsulitis of shoulder after breast cancer surgical treatement : a National data-based study,오현근,한양대학교 대학원,2021,국내박사
,70,Mathematical and Algorithmic Analysis of Network and Biological Data,"Tsourakakis, Charalampos E",Carnegie Mellon University,2013,해외박사(DDOD)
,71,Discovering the core of experiential education: How Big Picture school students learn through internships,"Riordan, Margaret A",New York University,2006,해외박사(DDOD)
,72,Health information seeking behavior of rural consumers in the Big Bend region of west Texas,"Ortego, Gilda Baeza",Texas Woman's University,2001,해외박사(DDOD)
,73,Multicultural-world music education and music teacher education at the Big Ten schools:  Identified problems and suggestions,"Miralis, Yiannis Christos",Michigan State University,2002,해외박사(DDOD)
,74,Functional principal component and factor analysis of spatially correlated data,"Liu, Chong",Boston University,2014,해외박사(DDOD)
,75,Efficient query processing for data integration,"Ives, Zachary George",University of Washington,2002,해외박사(DDOD)
,76,Utilizing Color for Perceptually-Driven Data Visualization,"Szafir, Danielle Nicole Albers",The University of Wisconsin - Madison,2015,해외박사(DDOD)
,77,Aggression and the big five personality factors of grades and attendance,"Barthelemy, Juan J",The University of Tennessee,2005,해외박사(DDOD)
,78,Maneuver Detection and Reconstruction in Data Sparse Systems with an Optimal Control Based Estimator,"Lubey, Daniel P",University of Colorado at Boulder,2015,해외박사(DDOD)
,79,"An investigation of the construct validity of the Big Five construct of emotional stability in relation to job performance, job satisfaction, and career satisfaction","Cook, Vivian D",The University of Tennessee,2005,해외박사(DDOD)
,80,Collaborative Design Informatics: Leveraging Data to Make Design Teams Better,"Fuge, Mark Darryl","University of California, Berkeley",2014,해외박사(DDOD)
,81,"""Let us make man"":  The development of Black male (student)-athletes in a big-time college sport program","Singer, John Nathaniel",The Ohio State University,2002,해외박사(DDOD)
,82,Bowling alone in a big small city:  Re-examining the relationship between social capital and mass media use (Kansas),"Raicheva, Maria",Southern Illinois University at Carbondale,2005,해외박사(DDOD)
,83,A survey to assess the technology literacy of undergraduate music majors at Big-10 universities:  Implications for undergraduate courses in music education technology,"Meltzer, Jason Charles",University of Illinois at Urbana-Champaign,2001,해외박사(DDOD)
,84,Algorithmic Challenges in Green Data Centers,"Lin, Minghong",California Institute of Technology,2013,해외박사(DDOD)
,85,Analyzing and Processing Big Real Graphs,"Zhao, Xiaohan","University of California, Santa Barbara",2014,해외박사(DDOD)
,86,"Odds of Cesarean Section, Childbirth Outcomes and Public Policy: An Empirical Study Using the Matched New York State Data","Yu, Cong",State University of New York at Albany,2016,해외박사(DDOD)
